cancer,feature_internal,feature_display,beta,pathways,variant_types,logic,gene,n_altered_train,freq_train,univ_HR,univ_p,abs_logHR,contribution,rank_in_feature
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,BRIP1,92,0.0216,0.516,0.0002521508337344411,0.661,0.0142,14.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,MUTYH,67,0.0157,0.436,0.00014462266632626655,0.8304,0.013,15.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,NBN,129,0.0302,0.695,0.009188465510502066,0.3643,0.011,16.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,RAD50,129,0.0302,0.694,0.009116323479528343,0.3647,0.011,16.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,PALB2,114,0.0267,0.674,0.00901273631728351,0.3945,0.0105,18.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,BARD1,87,0.0204,0.611,0.004994015075313272,0.4933,0.0101,19.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ERCC5,177,0.0415,0.793,0.048853710020756204,0.2322,0.0096,20.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ERCC4,82,0.0192,0.637,0.014540632437491112,0.4507,0.0087,21.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CHEK1,60,0.0141,0.548,0.008179553536348591,0.601,0.0084,22.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ERCC3,76,0.0178,0.643,0.014998119001889514,0.4409,0.0078,23.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ERCC2,93,0.0218,0.724,0.04814463909050504,0.3225,0.007,24.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CHEK2,66,0.0155,0.642,0.023494580298538043,0.443,0.0068,25.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,FANCC,50,0.0117,0.609,0.029463417385352852,0.496,0.0058,26.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,PMS2,72,0.0169,0.769,0.15215390262928866,0.263,0.0044,27.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,RAD51D,24,0.0056,0.463,0.027618542467057604,0.7691,0.0043,28.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,RAD51C,34,0.008,0.61,0.07494980136405649,0.4942,0.0039,29.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,RAD51B,22,0.0052,0.861,0.6440253951737445,0.15,0.0008,30.0
CRC,PW_DDR_zsum,DDR_zsum,-0.1158133668606138,DDR,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,MRE11,1,0.0002,,,,,
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),APC,3258,0.7632,0.816,4.5612378765468896e-05,0.2036,0.1554,1.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TP53,3182,0.7454,1.15,0.005974629315250524,0.1396,0.104,2.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KRAS,1861,0.4359,1.241,7.076188610144653e-07,0.2157,0.094,3.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARID1A,534,0.1251,0.615,6.193934763945736e-11,0.4864,0.0608,4.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2D,469,0.1099,0.582,5.373633521247266e-12,0.5415,0.0595,5.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMAD4,768,0.1799,1.388,1.3682000438524492e-09,0.3277,0.059,6.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TCF7L2,652,0.1527,0.696,2.74645923517328e-08,0.3626,0.0554,7.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2B,375,0.0878,0.602,1.970024591829916e-08,0.5076,0.0446,8.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RNF43,431,0.101,0.654,1.224089312280739e-07,0.4239,0.0428,9.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ASXL1,434,0.1017,0.66,1.5929274284481646e-07,0.4155,0.0422,10.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MSH3,262,0.0614,0.539,2.822051600518353e-08,0.6179,0.0379,11.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2C,348,0.0815,0.636,4.214046585220114e-07,0.453,0.0369,12.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CREBBP,284,0.0665,0.593,2.0609768337541645e-07,0.5222,0.0347,13.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),POLD1,209,0.049,0.498,1.0537718314647368e-08,0.6973,0.0341,14.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MSH6,212,0.0497,0.557,6.601276793616871e-07,0.5851,0.0291,15.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ATM,369,0.0864,0.716,8.311060340429411e-05,0.3343,0.0289,16.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2A,265,0.0621,0.629,6.009183051728388e-06,0.4639,0.0288,17.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NF1,252,0.059,0.623,7.80679548517702e-06,0.4733,0.0279,18.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMARCA4,258,0.0604,0.644,1.859462578313725e-05,0.4399,0.0266,19.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARID1B,264,0.0618,0.654,3.099192728696804e-05,0.4252,0.0263,20.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ABL1,137,0.0321,0.443,1.1017267332254998e-07,0.8142,0.0261,21.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MGA,254,0.0595,0.646,2.0599667289756505e-05,0.4368,0.026,22.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NCOR1,226,0.0529,0.612,8.057756606202562e-06,0.4914,0.026,22.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MSH2,137,0.0321,0.462,2.3942976378044865e-07,0.7713,0.0248,24.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SETD2,208,0.0487,0.609,1.2427412966843495e-05,0.4965,0.0242,25.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NSD1,165,0.0387,0.537,1.6163872120769664e-06,0.6218,0.024,26.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3CA,903,0.2115,0.893,0.036728001436081154,0.1133,0.024,26.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),POLE,249,0.0583,0.665,7.91311116886487e-05,0.4075,0.0238,28.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PTEN,301,0.0705,0.716,0.00025267882994075137,0.3345,0.0236,29.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BCOR,233,0.0546,0.665,0.00017422706640509995,0.4083,0.0223,30.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MYC,236,0.0553,1.476,1.0448774628666459e-05,0.3896,0.0215,31.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRCA1,135,0.0316,0.513,4.719564970765799e-06,0.6672,0.0211,32.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TET1,196,0.0459,0.643,0.00013499948737794512,0.4409,0.0202,33.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TET2,168,0.0394,0.599,7.9391562562216e-05,0.5126,0.0202,33.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRCA2,342,0.0801,0.779,0.003502668005330002,0.2496,0.02,35.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BLM,151,0.0354,0.577,6.683478115661558e-05,0.5494,0.0194,36.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NTRK3,162,0.0379,0.6,0.0001258542448273889,0.5101,0.0194,36.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),DNMT3A,110,0.0258,0.475,9.768586870749929e-06,0.7441,0.0192,38.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),IGF1R,172,0.0403,0.621,0.0001524981673647482,0.4771,0.0192,38.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PBRM1,174,0.0408,0.624,0.00014237926419054516,0.4716,0.0192,38.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TGFBR2,253,0.0593,0.723,0.0013146576051221719,0.3246,0.0192,38.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),AXIN1,139,0.0326,0.562,5.149408043224535e-05,0.5761,0.0188,42.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TSC2,196,0.0459,0.664,0.0004129753334336824,0.4095,0.0188,42.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RASA1,154,0.0361,0.604,0.00015228581734956533,0.5049,0.0182,44.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),AMER1,345,0.0808,0.799,0.008121569217942281,0.2238,0.0181,45.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CTNNB1,313,0.0733,0.783,0.006157053973760362,0.2442,0.0179,46.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FANCA,131,0.0307,0.557,5.784101181213444e-05,0.5843,0.0179,46.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),EP300,231,0.0541,0.72,0.0019026686290008407,0.3289,0.0178,48.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ATR,188,0.044,0.669,0.0006912377199496275,0.4016,0.0177,49.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),AXIN2,259,0.0607,0.758,0.005579389774479966,0.2767,0.0168,50.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RET,155,0.0363,0.636,0.0007460722667434045,0.452,0.0164,51.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ALK,220,0.0515,0.73,0.003205210253212717,0.3149,0.0162,52.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERF,101,0.0237,0.504,0.00012268252399075878,0.686,0.0162,52.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RECQL4,271,0.0635,0.775,0.006298379066751011,0.2553,0.0162,52.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ATRX,201,0.0471,0.711,0.0023694276499286087,0.3412,0.0161,55.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PDGFRA,140,0.0328,0.614,0.0004183070531397666,0.4883,0.016,56.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),IRS2,248,0.0581,0.761,0.0065838486501314086,0.273,0.0159,57.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MLH1,123,0.0288,0.579,0.0003452652782837129,0.5464,0.0157,58.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3R1,236,0.0553,0.756,0.006034413288428268,0.2802,0.0155,59.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FGFR3,101,0.0237,0.525,0.00014310783261475387,0.6443,0.0152,60.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KIT,115,0.0269,0.574,0.00044958613922920784,0.5555,0.015,61.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TSC1,109,0.0255,0.558,0.00021372237401679118,0.5835,0.0149,62.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RICTOR,130,0.0305,0.617,0.0005847486239977423,0.4826,0.0147,63.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRIP1,92,0.0216,0.516,0.0002521508337344411,0.661,0.0142,64.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3R3,56,0.0131,0.351,4.369661231842313e-05,1.0465,0.0137,65.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PPP2R1A,110,0.0258,0.589,0.0009771499250152895,0.5287,0.0136,66.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERBB3,224,0.0525,0.776,0.015805626040292304,0.2537,0.0133,67.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRAF,461,0.108,1.129,0.07908306199683238,0.1214,0.0131,68.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MUTYH,67,0.0157,0.436,0.00014462266632626655,0.8304,0.013,69.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3CB,114,0.0267,0.621,0.0014505131400300208,0.4765,0.0127,70.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERBB4,242,0.0567,0.804,0.028408526042420258,0.2182,0.0124,71.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RAF1,91,0.0213,0.567,0.000992365342476512,0.5682,0.0121,72.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MTOR,235,0.055,0.804,0.030061540439599556,0.2178,0.012,73.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ROS1,176,0.0412,0.748,0.01439230193030525,0.2906,0.012,73.0
CRC,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0017846181549948,TP53;RTK_RAS;WNT;TGF_Beta;PI3K;DDR;MYC;Chromatin,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ASXL2,124,0.029,0.667,0.00541983386806785,0.405,0.0118,75.0
